movieid;actorid;as_character
2528417;1649281;[Lewis]  <2>
2740029;1649281;[King Konreid]  <13>
2880348;1649281;['Wacky' Jacky Jackson]  <6>
3131013;1649281;[Himself]  <29>
3163712;1649281;[Stick]  <1>
3261935;1649281;[Paul Crewe]  <1>
2298737;1671273;[Dr. Philip Tenenbaum]
2310484;1671273;[Jonathan]  <1>
2314542;1671273;[Antonio]  <32>
2411579;1671273;[Sgt. Bachman]  <2>
2462747;1671273;[Honey's Ex]  <18>
2514099;1671273;[Henrick]  <1>
2594152;1671273;[Cobbs]  <5>
2601385;1671273;[Gene Weiner]  <4>
2635370;1671273;[Dr. Jason Ballard]  <1>
2666040;1671273;[Ristori]
2690337;1671273;[Bubba Rocque]  <4>
2743426;1671273;[Michael Z. Wolfmann]  <8>
2763316;1671273;[Dr. Brix]
2926744;1671273;[Assistant Deputy Director Spencer]  <13>
3005384;1671273;[Dr. Lipschitz]  <4>
3018447;1671273;[Robert Myer]  <11>
3035239;1671273;[Karlin Pickett]  <1>
3087065;1671273;[Buck McGeehy]  <2>
3249266;1671273;[Officer Peterson]
3278989;1671273;[Lou]  <1>
3314408;1671273;[The Mayor]
3398143;1671273;[Victor Trevi]  <11>
3398357;1671273;[John Barrow]  <8>
3405354;1671273;[Ricardo]  <3>
3412931;1671273;[Wilford Duvall]  <22>
2432267;1699360;[Manuel]
2436707;1716611;[Jeff Taylor]  <1>
2752432;1716611;(uncredited)  [Boy Kicking Mike]
3033348;1716611;[Robert Ramsey]  <2>
3145116;1716611;[Todd 3465]  <1>
3369223;1716611;[Rudy Russo]  <1>
3394594;1716611;[Himself]
2485488;1778258;[Gordy Brewer]  <1>
2593327;1778258;(archive footage) (uncredited)  [The Terminator]
2912667;1778258;[Himself]
3036741;1778258;[Dutch]  <1>
3048103;1778258;[Himself]  <6>
3063523;1778258;[Ivan Danko]  <1>
3064093;1778258;[Kalidor]  <2>
3093883;1778258;[Himself]
3197775;1778258;[Terminator]  <1>
3233618;1778258;[Trench]  <8>
3308610;1778258;[Handsome Stranger]  <3>
3334876;1778258;[Douglas Quaid/Hauser]  <1>
2481312;1784390;[Jack Miller]  <2>
2675544;1784390;[Paulie Trunks]  <3>
2855943;1784390;[Himself]
2326802;1805996;[Dr. Jack Fredericks]  <1>
2490565;1805996;(archive footage) (uncredited)  [Captain Kirk]
3051412;1805996;(voice)  [Core]  <7>
3126027;1805996;[Harvey Wilkes]  <1>
3127390;1805996;[William Shatner]  <39>
3160256;1805996;[Kirk]  <1>
3160267;1805996;[Kirk]  <1>
3160383;1805996;[Kirk]  <1>
3228266;1805996;[Mark Preston]  <4>
3233692;1805996;[Peter Gifford]  <1>
3312157;1805996;(voice)  [Kazar]  <5>
2656101;1807139;[Daredevil Dan Donovan]  <1>
2347469;1808575;(voice)  [Charlie Barkin]  <3>
2719837;1808575;(archive footage) (uncredited)
2873459;1808575;[Cappie]  <3>
2879851;1808575;(as Carlos Estevez)  [Mr. President]  <7>
2884581;1808575;[Rick 'Wild Thing' Vaughn]  <1>
2905199;1808575;[Carl Taylor]  <1>
2912667;1808575;[Himself]
2922328;1808575;[James Russell]  <2>
3206059;1808575;[Zane Zaminsky]  <1>
3390146;1808575;(uncredited)  [Bud Fox]
2905226;1857483;[Jay]  <2>
3403678;1857483;[Manny]  <6>
2422377;1859540;[Blade]  <1>
2422415;1859540;[Blade]  <1>
2922341;1859540;[John]  <1>
3008280;1859540;[John Cutter]  <1>
3352288;1859540;[Mark J. Sheridan/Warren/Roberts]  <2>
3388983;1859540;(uncredited)  [James Wheeler]
2357497;1884131;[Sylvester Stallone]  <31>
2378446;1884131;[Robert Rath]  <1>
2444357;1884131;[James Bonomo]  <1>
2453169;1884131;(archive footage)  [Rambo]  <38>
2456075;1884131;[Frank Nitti]  <4>
2505876;1884131;(voice) (archive footage)  [Weaver]
2624069;1884131;[Rambo]  <1>
2672778;1884131;[Henry 'Razor' Sharp]  <2>
2778021;1884131;[Sylvester Stallone]
2844072;1884131;(archive footage)  [Himself]
2912667;1884131;[Himself]
2997189;1884131;[Lincoln Hawk]  <1>
3057722;1884131;[John Rambo]  <1>
3057735;1884131;[Rambo]  <1>
3079851;1884131;[Rocky]  <1>
3079860;1884131;[Rocky Balboa]  <1>
3079874;1884131;[Rocky Balboa]  <1>
3157444;1884131;[Toymaker]  <7>
3233618;1884131;[Barney Ross]  <1>
2644454;1888669;(uncredited)  [Shaw's Brother]
2656444;1888669;[Sgt Jericho Butler]  <3>
2661880;1888669;(voice)  [Tybalt]  <8>
2740029;1888669;[Farmer]  <1>
3208447;1888669;[Terry Leather]  <1>
3233618;1888669;[Lee Christmas]  <2>
3347634;1888669;[Mr. B]  <3>
3391247;1888669;[Crawford]  <2>
2318135;1900495;(uncredited)  [Dream Voice]
2605055;1900495;[Leondegrance]  <14>
2661880;1900495;(voice)  [Bill Shakespeare]  <11>
2674874;1900495;[Loomis]  <4>
2843107;1900495;(voice)  [Tugg]  <22>
2849940;1900495;[John]  <4>
3132855;1900495;(voice)  [Narrator]
3160316;1900495;[Picard]  <1>
3171707;1900495;(voice: English version)  [Dr. Lloyd Steam]
3282310;1900495;(voice)  [Seti]  <7>
3408565;1900495;[Russian General]  <13>
3418225;1900495;(uncredited)  [Professor Charles Xavier]
3418331;1900495;[Professor Charles Xavier]  <1>
2350972;1901673;[Reuben Feffer]  <1>
2627755;1901673;[Mel Coplin]  <1>
2711049;1901673;[Chris Honeywell]  <7>
2711639;1901673;[Himself]
2762557;1901673;[Himself]  <2>
2858803;1901673;[Greg Focker]  <2>
2902197;1901673;[Greg Focker]  <2>
2955462;1901673;[Lawrence Isabella]  <7>
2957833;1901673;[Larry Daley]  <1>
2990740;1901673;(uncredited)  [The Firefighter]
3103671;1901673;[Lonnie]  <12>
3289342;1901673;[Chas Tenenbaum]  <3>
3431072;1901673;[Steve Arlo]  <2>
2550636;1928448;[Dance Class Instructor]  <26>
2955462;1928448;[Truman Gates]  <1>
3188685;1928448;[Pecos Bill]  <1>
3276804;1928448;[Darrel Curtis]  <4>
3276985;1928448;(uncredited) (archive footage)  [Sam Wheat]
2309689;2000198;[Jan Schlichtmann]  <1>
2398427;2000198;[Hardy]  <1>
2400472;2000198;[Chili Palmer]  <1>
2464868;2000198;[Scott Barnes]  <1>
2556899;2000198;[Frank Morrison]  <1>
2864315;2000198;[James]  <1>
2909721;2000198;[Michael]  <1>
2980404;2000198;[Charlie]  <1>
3018516;2000198;[George Malley]  <1>
3100375;2000198;[Dennis]  <13>
3122023;2000198;[Joey Germoni]  <3>
3200539;2000198;(archive footage)  [Himself]
3228266;2000198;[Danny]  <9>
3425630;2000198;(archive footage) (uncredited)  [Himself]
2344744;2000967;(voice)  [Narrator]  <1>
2354814;2000967;[Uncle John]  <7>
2411010;2000967;[Tattoo]  <4>
2433938;2000967;[Geronimo]  <28>
2442428;2000967;[Slim]  <4>
2468540;2000967;[Mando]  <2>
2489733;2000967;[Johnny-23]  <11>
2528623;2000967;[Carlos Santana]  <30>
2640468;2000967;[Razor Charlie]  <8>
2643483;2000967;(uncredited)  [Himself]
2756500;2000967;[Jack Santos]  <1>
2774169;2000967;[Mardok]  <2>
2879851;2000967;[Machete]  <1>
2958541;2000967;[Frank Luis]  <8>
3013546;2000967;[See Veer]  <25>
3036776;2000967;[Cuchillo]  <7>
3087065;2000967;(as Daniel Trejo)  [Boxer]  <22>
3135227;2000967;[Pierce]  <9>
3157444;2000967;[Machete]  <17>
3222619;2000967;[Jorge Reyes/Javier Reyes]  <1>
3227914;2000967;[Mondo]  <1>
3244999;2000967;[Nicholi Guzman]  <7>
3247497;2000967;[Prisoner]  <51>
3336452;2000967;[Antoine]  <6>
3436372;2000967;[El Jefe]  <11>
3433513;2000967;[Jesús]  <1>
2561344;2036328;[Alex/Chad Wagner]  <1>
2643372;2036328;[Frenchy]  <1>
2683898;2036328;[Chance Boudreaux]  <10>
2761121;2036328;(archive footage)  [Himself]
2763907;2036328;
2793171;2036328;[Marcus Ray]  <1>
2799660;2036328;(voice)  [Master Croc]  <13>
3233618;2036328;[Vilain]  <6>
3363605;2036328;[Luc Deveraux]  <1>
2432854;2038317;[Mike Callahan]  <1>
2563478;2038317;[Capt. Abraham Van Helsing]  <1>
3138691;2038317;[Brom Van Brunt]  <5>
3161255;2038317;[Colonel Johnny Rico]  <1>
2981970;2083107;[Jack Corbett]  <1>
2298871;2083165;[Stig]  <2>
2595637;2083165;[Mark Wahlberg]  <57>
2863386;2083165;[Marcus Luttrell]  <1>
2890410;2083165;[Himself]
3000034;2083165;[Daniel Lugo]  <1>
3208843;2083165;[Mickey]  <6>
3235911;2083165;[Micky Ward]  <1>
3340114;2083165;[Pat O'Hara]  <2>
3394977;2083165;[Joseph Grusinsky]  <10>
2298834;2087305;[Brian O'Conner]  <1>
2644454;2087305;[Brian O'Conner]  <2>
3026580;2087305;[Skip Martin]  <25>
3087330;2087305;[Joey Gazelle]  <1>
3373578;2087305;[Lance Harbor]  <3>
2327692;2094736;[Yang Ming-Hsuan]
2567780;2094736;[Yu Tien Lung]  <1>
2843968;2094736;[Chin Fu]  <1>
2298871;2099996;[Bobby]  <1>
2502130;2099996;[Steve Biko]  <13>
2631712;2099996;(archive footage)  [Coach Herman Boone]
3018618;2099996;[Joe Miller]  <2>
3035224;2099996;[Arnold Billing]  <5>
3091897;2099996;[Tobin Frost]  <1>
3213687;2099996;[Lincoln Rhyme]  <1>
2335900;2141957;[Big Ben]  <1>
2391110;2141957;[Himself - Host]
2635136;2141957;[Thomas Fox]  <1>
2640468;2141957;[Frost]  <10>
2643483;2141957;[Himself - 'Frost']  <15>
2692023;2141957;[Tommy Gibbs]  <1>
2724637;2141957;[Nadir]  <2>
2962791;2141957;[Jesse Crowder]  <1>
2991660;2141957;[John Bookman]  <1>
3195527;2141957;[Beach Boy]  <6>
3211484;2141957;[Detective Frank Hooks]  <1>
3284445;2141957;[Dakota Smith]
3379773;2141957;[Nick]  <2>
2467443;2142564;(uncredited)  [William Rose Bailey]
2524606;2142564;[Ernest Menville]  <2>
2543819;2142564;[Lt. John McClane]  <1>
2710314;2142564;[Jeff Talley]  <1>
2715770;2142564;[Hudson Hawk]  <1>
2860020;2142564;[John McClane]  <1>
2864315;2142564;(voice)  [Voice of Mikey]  <6>
2906408;2142564;[Art Jeffries]  <1>
2965708;2142564;[Narrator]  <16>
3124395;2142564;(uncredited)  [Himself - Concert Audience]
3132521;2142564;[Hartigan]  <6>
3169000;2142564;[Det. Tom Hardy]  <1>
3193258;2142564;[Lieutenant A.K. Waters]  <1>
3233618;2142564;[Church]  <7>
3235774;2142564;[Korben Dallas]  <1>
3236771;2142564;(uncredited)  [Man Entering Diner as Delaney Leaves]
3252665;2142564;[The Jackal]  <1>
3282262;2142564;[Omar]  <4>
3298761;2142564;[Ben Jordan]  <1>
3308214;2142564;(uncredited)  [Courtroom Observer]
2425579;2144935;[Jake Raye]  <1>
2507736;2144935;[Himself]  <3>
3162323;2144935;(as Don Wilson)  [Loach's Friend]  <28>
2651861;2907832;(voice)  [Satoshi]
2651863;2907832;[Satoshi]  <1>
2908072;2907832;(voice)  [Fujinkyaku]  <29>
3029012;2907832;(as Rika Matsumoto)  [Satoshi]
3089132;2907832;(voice)  [Satô]  <15>
2651776;3283970;(voice: English version)  [Ash Ketchum/May]  <1>
2651861;3283970;(voice: English version)  [Ash Ketchum/Female Scientist/Computer]  <1>
2651863;3283970;(voice: English version)  [Ash Ketchum/Delia Ketchum]  <1>
2307691;421790;[John Nash]  <1>
2883051;422552;[Frank T.J. Mackey]  <16>
2905222;969935;[Agent K]  <2>
3193536;1418745;[Customer]  <15>
2905222;1857483;[Agent J]  <1>
3193536;1900495;(voice)  [Narrator]  <17>
2933100;2000967;[Danny Trejo]  <41>
3193536;2083165;[John]  <1>
3391614;422552;[Ray Ferrier]  <1>
2466643;526366;[Charles Spencer Chaplin]  <1>
2410528;1393404;[Axel Foley]  <1>
3246022;2083165;[Elliot Moore]  <1>
2626171;2087305;[Hank Hansen]  <8>
2886476;2099996;[Malcolm X]  <1>
3225655;110631;[Bruce Wayne]  <1>
2631720;280739;[Eddie Sparks]  <2>
3225655;284610;[Alfred]  <8>
2460099;468868;[Sam 'Ace' Rothstein]  <1>
3225655;1418745;[Ra's Al Ghul]  <68>
2345742;1857483;[Cassius Clay/Cassius X/Muhammad Ali]  <1>
2510219;23889;[Mallikarjuna]  <1>
2646691;23889;[Major Ravindra]  <1>
2783241;23889;[Ramesh]  <1>
3055722;23889;[Satya Reddy]  <1>
3125000;23889;[Sai Baba]  <1>
2559357;98355;[G. Ajay Kumar]  <1>
2758133;98355;[Narrator]  <14>
2469046;107008;[Walkaway Madden]  <1>
2491237;107008;[R.B. Travis]  <6>
2621950;107008;[Deputy Sheriff Thomas Jefferson Geronimo III]  <1>
2627117;107008;[Chief Jerry Karlin]  <2>
2918285;107008;[Mitchell]  <1>
3061575;107008;[Tom Pierce]  <9>
3272321;107008;[The Whammer]  <9>
2303100;110631;[Dan Evans]  <2>
2318037;110631;[Demetrius]  <7>
3066161;110631;[Quinn Abercromby]  <1>
3119060;110631;[Walter Wade, Jr.]  <4>
3128134;110631;(archive footage)  [Himself]  <21>
3263547;110631;[Trevor Reznik]  <1>
2617889;114828;[Nicolas Bardo]  <2>
2932100;114828;[Carlos]  <2>
3025395;114828;[Cesar Dominguez]  <1>
3233620;114828;[Galgo]  <12>
3249529;114828;[Pedro]  <5>
3267208;114828;[Alejandro Murrieta/Zorro]  <16>
2306289;238270;[Scudder]  <1>
2320447;238270;[Himself]
2339215;238270;[Terry Brogan]  <2>
2372895;238270;[Michael Faraday]  <1>
2714431;238270;[Clayton Harding]  <18>
2750235;238270;[Obadiah Stane]  <3>
2789602;238270;[Jack Prescott]  <1>
3109634;238270;[Larry Livingstone]  <1>
3163742;238270;[Burt Vickerman]  <1>
3199375;238270;[Duane Jackson]  <19>
3234091;238270;[Jack Baker]  <1>
3256167;238270;[Elroy Jackson Jr.]  <1>
3271365;238270;[Jack Warrick]  <4>
3346377;238270;[Preston Tucker]  <1>
3408409;238270;[James Butler 'Wild Bill' Hickok]  <1>
2556666;246010;(voice)  [Narrator]  <1>
2714460;246010;[Richard]  <1>
2887671;246010;[Sam]  <3>
2964710;246010;[Jean Charles Pommier]  <1>
3067189;246010;[Charles Hawkins]  <11>
3185764;246010;[Taffin]  <1>
3238671;246010;[Valeri Petrofsky/James Edward Ross]  <2>
3319860;246010;(voice)  [Himself - Narrator]
2294055;249738;[Jimmy Price]  <1>
2563569;249738;[Jim Brown]  <79>
2564777;249738;
2808241;249738;[Captain]  <2>
3238426;249738;(archive footage) (uncredited)  [Running Back - Number 32]
3268196;249738;[Ruffo]  <4>
3297245;249738;[McClain]  <1>
3318261;249738;[Himself]
3321488;249738;[Jimmy Lait]  <1>
2468001;275403;[Frosty Hesson]  <1>
2930764;275403;[Archie Brown]  <5>
2981673;275403;[Mike Banning]  <1>
3066161;275403;[Creedy]  <4>
3079767;275403;[One Two]  <1>
3326116;275403;[Andre Marek]  <3>
2308400;280739;[Staff Sergeant Dohun]  <27>
2444372;280739;[Colton]  <3>
2487639;280739;[Frank 'Buck' Athearn]  <1>
2496143;280739;[Lee Stegler]  <1>
2542022;280739;[Spaldoni]  <45>
2555858;280739;[The Big Man]  <7>
2588734;280739;[Walter]  <2>
2597167;280739;[U.S. Marshal Robert DeGuerin]  <2>
2644170;280739;[Billy Rose]  <2>
2965916;280739;[Sean McLennon]  <1>
3054480;280739;[Rabbit Angstrom]  <1>
3242308;280739;[Himself]  <1>
3242313;280739;[Sonny Corleone]  <24>
3284553;280739;[Jimmy Kilgannon (Killer)]  <1>
3310715;280739;[Joe Sarno]  <10>
3314850;280739;[Frank Olchin]  <4>
2306636;283649;[Tom Welles]  <1>
2356852;283649;[Amos Odell]  <4>
2418053;283649;[Al Columbato]  <2>
2523366;283649;[Eddie]  <3>
2566337;283649;[Milton]  <1>
2645861;283649;(voice)  [Speckles]  <27>
2656040;283649;[Johnny Blaze/Ghost Rider]  <1>
2955323;283649;[Cris Johnson]  <1>
3055003;283649;[Nicky/Bud]  <3>
3234775;283649;[Jack Campbell]  <1>
3296250;283649;[Balthazar]  <1>
2308400;284610;[Lieutenant Colonel J.O.E. Vandeleur]  <22>
2376708;284610;[Dr. David Linderby]  <1>
2416494;284610;[Harry Palmer]  <1>
2452209;284610;[Himself]
2589060;284610;[Benjamin Salt]  <6>
2654484;284610;[Cliff Brumby]  <8>
2681765;284610;[Elliot]  <3>
2684968;284610;[Harry Brown]  <1>
2747389;284610;[Professor Brand]  <14>
2769207;284610;[Alexander]  <2>
2916341;284610;[Victor Melling]  <2>
2921837;284610;[Mortwell]  <3>
3012564;284610;[Leslie C. Tucker]  <1>
3108104;284610;[Garth]  <1>
3180611;284610;[Elliott James]  <2>
3238671;284610;[John Preston]  <1>
3248270;284610;[Noel Holcroft]  <1>
3264200;284610;[Nicholas Urfe]  <1>
3297988;284610;(uncredited)  [German Soldier]
3300457;284610;[Brad Crane]  <1>
3393313;284610;[Baxter]  <1>
3434717;284610;[Lt. Gonville Bromhead]  <5>
2373066;308439;[Jim Roth]  <1>
2384097;308439;[Philip]  <5>
2404188;308439;[Col. James Cooper]  <1>
2417857;308439;[Eugene Sorenson]  <3>
2433958;308439;[Woody Guthrie]  <1>
2516514;308439;[Abel Rosenberg]  <2>
2569464;308439;[Michael]  <1>
2778805;308439;[The American]
2830466;308439;[Fred McGillicuddie]  <4>
2854573;308439;[Himself]
2922406;308439;[Klau]  <1>
2939784;308439;[Vargas]  <2>
2968889;308439;[Harmon]  <1>
2983500;308439;[Bryant]  <1>
3242869;308439;[Waco]  <4>
3273187;308439;[Sheldon Blake]  <2>
3358181;308439;[Himself]
3425336;308439;[Zeto]  <1>
2373601;333751;[Passepartout/Lau Xing]  <1>
2455456;333751;[Jackie Chan, Mitsubishi Engineer]  <15>
2476079;333751;(as Chen Yuen Lung)  [Guard]
2595430;333751;(uncredited)  [Thug in Prison]
2717049;333751;[Keung]  <1>
2765085;333751;(uncredited)  [Jing Wu student]
2879068;333751;(uncredited)  [Thug]
3087786;333751;[Lee]  <1>
3087788;333751;[Lee]  <2>
3106631;333751;(as Lung Cheng)  [Chien Fu]  <1>
3120010;333751;[Chon Wang]  <1>
3217610;333751;[Subaru Driver #1]  <10>
3238041;333751;[Lu Yan/Old Hop]  <3>
3423114;333751;(as Jacky Chan)  [Jiang]  <1>
3120250;348515;[Hu Te-Ti]  <1>
2333498;348913;(as Sonny Chiba)  [Horikoshi]  <6>
2651899;348913;(as Sonny Chiba)  [Takuma Tsurugi (Terry)]  <1>
2675935;348913;(as Sonny Chiba)  [Takuma Tsurugi]  <1>
3099659;348913;(as Sonny Chiba)  [Takuma Tsurugi]  <1>
3353075;348913;(as Sonny Chiba)  [Hans]  <2>
2366115;351414;[Rajaram]  <1>
2757513;351414;[Satyanarayana Murthy]  <1>
2882223;351414;[Special appearance]
3120139;351414;[Shankar Prasad]  <1>
3158153;351414;[Manjunatha Swamy/Lord Shiva]  <2>
3126936;353953;[Li]  <1>
2563861;355346;[Roshi]  <2>
2888174;355346;[Emperor Ping]  <1>
3119968;355346;(as Chow Yun-Fat)  [Anthony Lan-Ting]  <3>
3286531;355346;(as Chow Yun-Fat)  [John Lee]  <1>
2445760;372570;[Harry Pfarrer]  <1>
2504778;372570;(uncredited) (archive footage)  [Seth Gecko]
2613043;372570;(voice)  [Mr. Fox]  <1>
2672044;372570;
2976312;372570;[Danny Ocean]  <1>
3096365;372570;[Narrator/Himself]  <1>
3250461;372570;[Governor Mike Morris]  <2>
3302396;372570;[Capt. Charles Bosche]  <14>
3396890;372570;[Jerzy]  <15>
2308400;390352;[Major General Urquhart]  <9>
2314267;390352;[Dr. Alex Murray]  <2>
2452209;390352;[Himself]
2502989;390352;[Maj. Robert Dapes]  <1>
2532835;390352;[William of Baskerville]  <1>
2624385;390352;[King Arthur]  <1>
2664628;390352;[James Bond]  <1>
2742025;390352;[Professor Henry Jones]  <2>
2996353;390352;[Marshall William T. O'Niel]  <1>
3181892;390352;[The Green Knight]  <4>
3245486;390352;[Himself/Host/James Bond]
3264944;390352;(uncredited)  [Himself]
3307431;390352;[Jim Malone]  <2>
3322682;390352;[James Bond]  <1>
3325368;390352;[King Agamemnon/Fireman]  <2>
3425158;390352;[James Bond]  <1>
2302611;406793;[Murphy]  <2>
2320153;406793;[Robert 'Butch' Haynes]  <1>
2421897;406793;[Elliot Anderson]  <1>
2444205;406793;[Crash Davis]  <1>
2511230;406793;[Lieutenant Dunbar]  <1>
2563569;406793;[Sonny Weaver Jr.]  <7>
2563883;406793;[Joe Darrow]  <1>
2755511;406793;[Jim Garrison]  <8>
2900093;406793;[Jim White]  <1>
2957555;406793;[Frat Boy #1]  <53>
2989204;406793;[Charley Waite]  <2>
3025395;406793;[Ringside Fan]  <61>
3071618;406793;[Cochran]  <1>
3131759;406793;[Jake]  <3>
3221961;406793;[Jack]  <25>
3307431;406793;[Eliot Ness]  <1>
3393856;406793;[Mariner]  <1>
3417917;406793;[Wyatt Earp]  <1>
2315715;413468;[Master Kane]  <6>
2714431;413468;(uncredited)  [Himself]
2828595;413468;[Alex West]  <5>
3051426;413468;[James Bond]  <1>
3077449;413468;[Connor Rooney]  <7>
3137366;413468;[James Bond]  <1>
3203710;413468;(voice)  [Sakharine/Red Rackham]  <3>
3252088;413468;[Ben Driscoll]  <2>
2303100;421790;[Ben Wade]  <1>
2305293;421790;[Himself]
2425022;421790;[Lt. Corbett]  <9>
2437167;421790;[Steve]  <1>
2440155;421790;[Mayor Hostetler]  <2>
2631939;421790;[Lachlan]  <1>
2963364;421790;[Noah]  <1>
3156749;421790;[Kim Barry]  <8>
3284130;421790;[Cort]  <3>
3299911;421790;[Jeff Mitchell]  <2>
3411377;421790;[Pearly Soames]  <8>
2914555;422552;[Chief John Anderton]  <1>
2917450;422552;[Ethan Hunt]  <1>
3056422;422552;[Charlie Babbitt]  <2>
3076171;422552;[Joel Goodsen]  <1>
3343674;422552;[Les Grossman - Grossman's Office]  <36>
2308527;468868;[Lorenzo]  <1>
2360851;468868;[Paul Vitti]  <1>
2374857;468868;(voice: English version)  [King]  <29>
2493693;468868;[Moe Tilden]  <4>
2573779;468868;(archive footage)
2603755;468868;[Frank Goode]  <1>
2636337;468868;[The Creature]  <1>
2788160;468868;[Hunter]  <3>
3074755;468868;[Turk]  <1>
3120670;468868;(voice)  [Don Lino]  <2>
3160754;468868;[Captain Shakespeare]  <34>
3192099;468868;(as Robert DeNiro)  [Travis Bickle]  <10>
3227192;468868;[Michael]  <1>
3242313;468868;(as Robert DeNiro)  [Vito Corleone]  <4>
3290976;468868;[Nick Wells]  <1>
3307431;468868;[Al Capone]  <5>
3318596;468868;[Dwight]  <1>
3388256;468868;[Conrad Brean]  <2>
3395441;468868;[Ned]  <1>
2372712;489296;[Axel Blackmar]  <1>
2467408;489296;[Willy Wonka]  <1>
2514276;489296;[Barnabas Collins]  <1>
2574974;489296;[Ed Wood]  <1>
2575919;489296;[Edward Scissorhands]  <1>
2956493;489296;[Gene Watson]  <1>
3259376;489296;[Rochester]  <1>
3289516;489296;[Kemp]  <1>
3338521;489296;[Will Caster]  <1>
2388758;503208;[Toorop]  <1>
2614404;503208;[Dominic Toretto]  <1>
2622244;503208;[Jackie DiNorscio]  <1>
2769439;503208;[Himself]
3073753;503208;[Riddick]  <1>
3100901;503208;[Private Caparzo]  <6>
2361673;524626;[Oren Little]  <1>
2421199;524626;[Nick Conklin]  <1>
2486675;524626;[Dr. Mark Bellows]  <2>
2614804;524626;[Dan Gallagher]  <1>
2752620;524626;[Alex Gromberg]  <1>
2986195;524626;[Mr. Burmeister]  <3>
3081394;524626;[Jack T. Colton]  <1>
3239730;524626;[Nicholas Van Orton]  <1>
3292448;524626;[Pete Garrison]  <1>
3414676;524626;[Prof. Grady Tripp]  <1>
3425801;524626;[Mr. Thompson]  <4>
2297872;526366;[Ralph Carr]  <1>
2389537;526366;[Derek Lutz]  <5>
2421769;526366;[Terry Donager]  <2>
2434294;526366;[Jerry Renfro]  <10>
2469422;526366;[Marvin]  <10>
2511811;526366;[Jim Scott]  <2>
2667704;526366;[Pete Graham]  <2>
2715996;526366;[Franz]  <6>
2750235;526366;[Tony Stark/Iron Man]  <1>
2750242;526366;[Tony Stark]  <1>
2767268;526366;[Leo Wiggins]  <2>
2948816;526366;[Wayne Gale]  <14>
3143497;526366;[David Seton Barnes]  <3>
3253620;526366;[Hank Palmer]  <1>
3343674;526366;[Kirk Lazarus]  <2>
3414676;526366;[Terry Crabtree]  <4>
2355151;535188;[Pvt. Joe T. Armstrong]  <1>
2355154;535188;[Joe Armstrong]  <1>
2981673;535188;(uncredited)  [Mr. Smith]
2320153;551291;[Chief Red Garnett]  <2>
2425286;551291;[Terry McCaleb]  <1>
2493320;551291;[Coogan]  <1>
2550773;551291;[Harry]  <1>
2603616;551291;[Philo Beddoe]  <1>
2623765;551291;[Mitchell Gant]  <1>
2684969;551291;(uncredited)  [Himself]
3025413;551291;[Dave]  <1>
3232577;551291;[Harry Callahan]  <1>
3276719;551291;[Josey Wales]  <1>
3343999;551291;[Gus]  <1>
3362818;551291;[Bill Munny]  <1>
2367080;583505;[Bill Reimers]  <2>
2374857;583505;(voice: English version)  [Ferryman]  <28>
2428322;583505;[Tim]  <4>
2507158;583505;[Gordon Bombay]  <1>
3068645;583505;[Otto]  <2>
3159053;583505;[Bill Reimers]  <2>
3200467;583505;[Mark Jennings]  <1>
3268809;583505;[Gordon Bombay]  <1>
3411776;583505;[John Wisdom]  <2>
3426158;583505;[William H. 'Billy the Kid' Bonney]  <1>
2315029;592204;[Jacob Andries]  <6>
2540846;592204;[Bill Rockwell]  <1>
2995295;592204;[Agent Gary Booth]  <2>
3045518;592204;[Duane]  <3>
3131759;592204;[Tyree]  <31>
3155838;592204;[Ray McGuinn]  <2>
3198333;592204;[Cleveland]  <3>
3248073;592204;[Charlie Pike]  <1>
3306594;592204;[Brian Donnegan]  <1>
3364825;592204;[Governor]  <17>
3364825;592204;[Governor]  <17>
3417917;592204;[Ike Clanton]  <6>
2303100;635096;[Byron McElroy]  <6>
2523366;635096;[Pete]  <5>
2573779;635096;[Himself]  <20>
2620527;635096;[Tom Hunter]  <1>
2701934;635096;[Baron Wilhelm Berlifitzing (segment "Metzengerstein")]  <8>
2910968;635096;(archive footage)  [Himself]
2977771;635096;[Himself]  <8>
3189188;635096;[Dr. Mark Cheswick]  <2>
3213954;635096;[The Roman]  <10>
3217610;635096;[Chief Biker]  <13>
3308421;635096;[Weaver]  <13>
3319974;635096;[Grandpa Burnett Stone]  <4>
3353757;635096;[Ulee Jackson]  <1>
3408604;635096;[Damien Blade]  <34>
2354884;637490;[Bob Falfa]  <12>
2361408;637490;[Mack Tannen]  <15>
2442272;637490;(uncredited)  [Himself]
2509800;637490;(voice)  [Narrator]
2593860;637490;[Colonel Graff]  <2>
2655215;637490;[Jake]  <17>
2695827;637490;[Ken Boyd]  <3>
2705202;637490;[Sgt. Joe Gavilan]  <1>
2742025;637490;[Indiana Jones]  <1>
2764744;637490;(uncredited)  [Himself]
3010269;637490;[Jack Ryan]  <1>
3038297;637490;[Rozat 'Rusty' Sabich]  <1>
3065621;637490;[Henry Turner]  <1>
3090974;637490;[Linus Larrabee]  <1>
3160497;637490;[Han Solo]  <2>
3203984;637490;[William Jones]  <3>
3233620;637490;[Drummer]  <3>
3239078;637490;[Tommy]  <2>
3399877;637490;[Norman Spencer]  <5>
3412935;637490;[John Book]  <1>
3415599;637490;[Jack Trainer]  <1>
2422811;650940;[Adam]  <1>
2599022;650940;(voice)  [Scorch Supernova]  <1>
