movieid;actorid;as_character
2645967;650940;(uncredited)  [Sgt. Stone]
2865047;650940;[DJ Drake/Himself/Voice of Tasmanian Devil and She-Devil]  <1>
2922763;650940;[Stu Miley]  <1>
3147830;650940;(uncredited)  [Link]
3271268;650940;[Rick O'Connell]  <1>
3274446;650940;(voice)  [Grayson]  <2>
3305875;650940;[David Gold]  <6>
3348630;650940;[Sam Mastrewski]  <5>
3412288;650940;[Montgomery 'Monty' Kessler]  <2>
2417857;707527;[Rick Jarmin]  <1>
2491926;707527;[Jerry Fletcher]  <1>
2632895;707527;[Capt. Daniel McCormick]  <1>
2850800;707527;[Martin Riggs]  <1>
3197383;707527;[McKussic]  <1>
3214866;707527;[Himself]
3233620;707527;[Stonebanks]  <5>
3278174;707527;[Benjamin Martin]  <1>
3400246;707527;[Nick Marshall]  <1>
3406083;707527;[Himself]  <15>
2433958;714121;[Artichoke Picker]  <55>
3042960;714121;[Eric Mathews]  <1>
3204218;714121;[Aaron McCallum]  <1>
3233729;714121;[John Eastland]  <3>
2332546;734150;[John Nelson]  <1>
2435226;734150;[Tre Styles]  <19>
2472721;734150;[Arlo]  <1>
2684288;734150;[Luke Gibson]  <1>
2855476;734150;[Ben Doyle]  <2>
2867640;734150;[Eddie Hughes]  <4>
2965345;734150;[Deion Hughes]  <6>
2996219;734150;[Major Salt]  <5>
3434137;734150;[Cuba Gooding Jr.]  <17>
2308400;784708;[Major General Sosabowski]  <11>
2347920;784708;[George Dupler]  <1>
2368205;784708;(voice)  [General Mandible]  <6>
2431109;784708;[Buck Barrow]  <4>
2480489;784708;[Jedediah Tucker Ward]  <1>
2500243;784708;[Capt. Frank Ramsey]  <2>
2638472;784708;[Doyle]  <1>
2708773;784708;[Coach Norman Dale]  <1>
3155838;784708;[Dan McGuinn]  <3>
3284130;784708;[Herod]  <2>
3297245;784708;[Detective Lt. Walter Brill]  <5>
3360245;784708;[Alex Grazier]  <3>
3362818;784708;[Little Bill Daggett]  <2>
3417917;784708;[Nicholas Earp]  <3>
2306168;823008;[Detective John Criton]  <1>
2425601;823008;[The Brain]  <6>
2438258;823008;[Old Frank]  <8>
2627079;823008;[Martin]  <1>
2629255;823008;[Ezekial]  <2>
2662295;823008;[Rudi van der Merwe]  <12>
2958249;823008;[Heymar 'Wulfgar' Reinhardt]  <6>
3132514;823008;[Cardinal Roark]  <18>
3145026;823008;[Erik Lanshof]  <1>
2293881;857699;[Plata]  <1>
2535687;857699;(as Mario Girotti)  [Richard Forsythe]  <5>
2731894;857699;[Nessuno]  <1>
2929633;857699;[Guido Falcone]  <1>
3365030;857699;(as Mario Girotti)  [Baker Jr.]  <9>
3410905;857699;(as Mario Girotti)  [Lt. Robert Merril]  <7>
2383447;926129;[Drover]  <29>
2781754;926129;[Leopold]  <2>
2900353;926129;[Hugh Jackman]  <20>
3146789;926129;[Eddie Alden]  <3>
3238516;926129;[Tomas/Tommy/Tom Creo]  <1>
3313188;926129;[Logan]  <1>
3418235;926129;[Logan/Wolverine]  <1>
2356852;928640;[Andrew Sterling]  <1>
2414315;928640;[US President William Alan Moore]  <1>
2456258;928640;[Nick Fury]  <9>
2750235;928640;(uncredited)  [Nick Fury]
2867640;928640;[Kadar Lewis]  <7>
2980844;928640;[Chaney]  <4>
3010269;928640;[Robby]  <7>
3056005;928640;[Gang Member No. 2]  <26>
3078546;928640;[Pat Novak]  <10>
3119060;928640;[John Shaft]  <1>
3150382;928640;[Louis Hinds]  <1>
3160490;928640;[Mace Windu]  <5>
3233729;928640;(uncredited)  [Extra]
3251036;928640;(voice)  [Lucius Best/Frozone]  <3>
3261685;928640;[Mitch Henessey]  <2>
3272559;928640;[Danny Roman]  <1>
3276260;928640;[P.K. Highsmith]  <7>
3291381;928640;[Col. Ron]  <7>
3320041;928640;(uncredited)  [Nick Fury]
3359370;928640;[Elijah Price]  <2>
2411430;957951;(also archive footage) (uncredited)  [Himself/The Rock]
2559373;957951;(as The Rock)  [Sarge]  <10>
2614404;957951;[Hobbs]  <12>
2645961;957951;[Roadblock]  <1>
2769207;957951;[Hank]  <1>
3239806;957951;(as Dwayne 'The Rock' Johnson)  [Joe Kingman]  <1>
3276260;957951;[Christopher Danson]  <8>
3289627;957951;(as The Rock)  [Beck]  <1>
3290999;957951;(as The Rock)  [Mathayus]  <1>
3406975;957951;(uncredited)  [Daniel Franklin]
3387752;957951;[Himself/The Rock]
2399160;969935;[Two-Face/Harvey Dent]  <2>
2456258;969935;[Colonel Chester Phillips]  <4>
2561365;969935;[Travis]  <1>
2755511;969935;[Clay Shaw]  <42>
2856902;969935;[Thaddeus Stevens]  <7>
2871014;969935;(as Tom Lee Jones)  [Oliver's Roommate, Hank]  <10>
2888417;969935;[Ranger Roland Sharp]  <1>
2948816;969935;[Warden Dwight McClusky]  <47>
3166107;969935;[Cosmo]  <2>
3211622;969935;[George Cole]  <3>
3221961;969935;[Gene McClary]  <2>
3250063;969935;[L.T. Bonham]  <1>
3269648;969935;[Samuel Jones/Chaa-duu-ba-its-iidan]  <1>
3288098;969935;[Billy]  <1>
3384361;969935;[Mike Roark]  <1>
2380376;987981;[Goutham Nanda]  <1>
2758133;987981;[Sanjay Sahu]  <1>
3120139;987981;[Special Appearance]  <14>
3124097;1001590;[Zatôichi/Blind Man Ichi]  <1>
3125014;1001590;[Lord Nobunaga Oda]  <5>
3420586;1001590;<1>
3430020;1001590;[Zatoichi]  <1>
2403450;1007334;[Betelgeuse]  <6>
2459174;1007334;(voice)  [Chick Hicks]  <15>
2537566;1007334;[Peter McCabe]  <1>
2674821;1007334;[Hunt Stevenson]  <1>
2694840;1007334;[Ray Peyton Sr.]  <2>
2756047;1007334;[Jack Frost]  <1>
2957555;1007334;[Bill Blazejowski]  <2>
2963362;1007334;(voice)  [Noah]  <1>
3033894;1007334;[Walter Malby]  <3>
3078546;1007334;[Raymond Sellars]  <3>
3121969;1007334;(uncredited)  [Himself]
3276260;1007334;[Captain Gene Mauch]  <4>
3336580;1007334;(voice)  [Ken]  <6>
2350614;1063578;[Yukinaga Konishi]  <8>
2595453;1063578;[Hasegawa]  <3>
2959464;1063578;[Spike Shinobi]  <1>
2959802;1063578;[Yamada]  <1>
3242313;1063578;(uncredited)  [Passerby in Coat with Cap Pulled Down]
2441309;1079880;[David]  <1>
3133367;1079880;[Happy Singh]  <1>
3396678;1079880;[Rajiv Saini]  <1>
2633790;1098608;[John Henry Brennick]  <1>
2656040;1098608;[Methodius]  <12>
2699002;1098608;[Connor MacLeod/Russell Nash]  <1>
2792941;1098608;[Peter Sanderson]  <1>
2926218;1098608;[Lord Rayden]  <1>
2965916;1098608;(as Christophe Lambert)  [Hudson Saanteek]  <2>
3171451;1098608;(as Christophe Lambert)  [Fred]  <2>
3293937;1098608;[Salvatore Giuliano]  <1>
3328193;1098608;[Father Alek]  <1>
3407179;1098608;[Gus Cardinale]  <1>
2420727;1117978;[Jamal Walker/Skywalker]  <1>
2427082;1117978;[Miles Logan]  <1>
2431744;1117978;[Tyler]  <5>
2712273;1117978;[Bilal]  <4>
3401006;1117978;[Kevin Caffery]  <1>
3408604;1117978;[Bobby Davis]  <3>
2595430;1126131;[Lee]  <1>
2765085;1126131;[Chen Zhen]  <1>
3285075;1126131;(archive footage)  [Himself]  <1>
2445605;1126364;[Old Joseph]  <16>
2467408;1126364;[Dr. Wonka]  <9>
2494984;1126364;[Charles]  <11>
2514276;1126364;[Clarney]  <11>
2524790;1126364;[Stratton-Villiers, MI5]  <20>
2545492;1126364;[Count Frederic Regula/Graf von Andomai]  <3>
2563487;1126364;[Dracula]  <1>
2563512;1126364;[Dracula père/Le prince des Ténèbres/Prince of Darkness]  <1>
2639891;1126364;(archive footage)  [Dracula]
2765971;1126364;[President White]  <13>
2815291;1126364;[Kurt Menliff]  <2>
2862943;1126364;(archive footage) (uncredited)  [Frankenstein's Creature]
2901092;1126364;[On-Screen Narrator]  <1>
2957711;1126364;[Father Bartolomeu]  <11>
2967559;1126364;[Colonel Charles Bingham]  <1>
3160490;1126364;[Count Dooku/Darth Tyranus]  <4>
3191402;1126364;[Doctor Pierre Gerrard]  <4>
3245937;1126364;[Nero the magician]  <3>
3302045;1126364;[Chung King]  <1>
3304629;1126364;[Jaeger]  <4>
3315739;1126364;[Philippe Darvas]  <1>
3329200;1126364;[Father Michael]  <2>
2442352;1150444;(as Ho Chung Tao)  [Lee Tien-yee]  <1>
2509165;1150444;(as Ho Chung Tao)
2595454;1150444;
3285075;1150444;(archive footage)  [Himself]  <2>
3323129;1150444;[David Lee/Tiger]  <1>
2497967;1150800;[Su]  <1>
2678810;1150800;[Tsui Chik/Black Mask]  <1>
2791438;1150800;[Liu Jian]  <1>
3233616;1150800;[Yin Yang]  <3>
3233620;1150800;[Yin Yang]  <16>
3238041;1150800;[The Monkey King/The Silent Monk]  <1>
3271268;1150800;[Emperor]  <2>
2908435;1178995;[Brooklyn Bob]  <1>
2908435;1178995;[Brooklyn Bob]  <1>
2908435;1178995;[Brooklyn Bob]  <1>
2896895;1191485;[He-Man]  <1>
3079876;1191485;[Drago]  <8>
3136605;1191485;[Nick Cassidy]  <1>
3233616;1191485;[Gunner Jensen]  <4>
3233620;1191485;[Gunner Jensen]  <7>
3363599;1191485;[Andrew Scott/GR13]  <2>
2430499;1364266;[Himself]  <4>
2505134;1364266;(as Turk Thrust II)  [Chief Insp. Jacques Clouseau]  <10>
2631620;1364266;[Ian Fleming's James Bond 007]  <1>
2660882;1364266;[Ulysses]  <1>
2664191;1364266;[Shaun Garrett]  <2>
2860135;1364266;[James Bond]  <1>
2976568;1364266;[James Bond]  <1>
3015225;1364266;(uncredited)  [Soldier]
3019723;1364266;(uncredited)  [Guest sitting at Pearson's table]
3217610;1364266;[Seymour]  <2>
3254966;1364266;[Jack]  <5>
3263906;1364266;(voice)  [Lumi Ukko, the Snowman]  <1>
2304008;1393404;[Reggie Hammond]  <2>
2324920;1393404;[Jack McCall]  <1>
2408761;1393404;[Lieutenant T.M. Landry]  <2>
2431744;1393404;[Marcus]  <1>
2434294;1393404;[Kit Ramsey/Jefferson 'Jiff' Ramsey]  <2>
2684555;1393404;[Quick]  <1>
2705763;1393404;[G]  <1>
2908091;1393404;[Insp. Scott Roper]  <1>
2965345;1393404;[Norbit/Rasputia/Mr. Wong]  <1>
2970579;1393404;[Sherman Klump/Buddy Love/Granny Klump/Mama Klump/Papa Klump/Young Papa Klump/Ernie Klump/Lance Perkins]  <1>
3127517;1393404;(voice)  [Donkey]  <2>
3246534;1393404;[Jim Evers]  <1>
3337197;1393404;[Billy Ray Valentine]  <26>
2320817;1418745;[Liam Docherty]  <6>
2361408;1418745;(uncredited)  [History Channel Host]
2403695;1418745;[Ben Ryan]  <2>
2436834;1418745;[Father Liam]  <4>
2514606;1418745;[Peyton Westlake/Darkman]  <1>
2674647;1418745;[Charles 'Charlie' Mayeaux]  <1>
2769229;1418745;(voice)  [Himself - Narrator]
2964982;1418745;[Bill Marks]  <1>
3085685;1418745;[Dr. Fergus Lamb, Feed the World]  <2>
3086683;1418745;[Jimmy Conlon]  <1>
3099574;1418745;[Martin Falcon]  <2>
3160490;1418745;(archive sound) (uncredited)  [Qui-Gon Jinn]
3178487;1418745;[Carl Wayne Anderson]  <3>
3246571;1418745;[Dr. David Marrow]  <1>
3274446;1418745;(voice)  [Raccoon]  <3>
2406328;1445051;[Matthew]  <14>
2623910;1445051;[Max Donigan]  <1>
2715562;1445051;[Chuck Slaughter/Chuck Norris]  <1>
2917254;1445051;[Colonel James Braddock]  <1>
2425311;1457902;[Col. Evans]  <2>
2459315;1457902;[Chuck Taylor]  <1>
2863354;1457902;[Garrett - the Lone Runner]  <1>
3018209;1457902;(as Miles O'Keefe)  [Python Lang]  <1>
3181892;1457902;[Sir Gawain]  <1>
2569780;1489031;[Ray Koval]  <1>
2589123;1489031;[Sir Walter Raleigh]  <15>
2788160;1489031;[Spike]  <2>
2789453;1489031;[Arthur]  <1>
3132514;1489031;[Dwight]  <36>
3279985;1489031;(uncredited)  [Nigel Boswell/Agent 006]
3287336;1489031;[Jake Golden]  <3>
3323433;1489031;[Driver]  <1>
2347920;1603995;[Freddie Dupler]  <4>
2487143;1603995;[Jack McGurn]  <1>
2507094;1603995;[Dexter Cornell]  <1>
2594212;1603995;[Willis Davidge]  <1>
2603732;1603995;[Gavin Grey]  <2>
2630711;1603995;[Rev. Shaw Moore]  <3>
2645967;1603995;[General Hawk]  <15>
2648562;1603995;[Joe Doe/William]  <4>
2670157;1603995;[Jerry Lee Lewis]  <1>
2995103;1603995;[Paul Morelli]  <3>
3101004;1603995;[Joshua Rose/Guy]  <4>
3140347;1603995;[Lawrence Wetherhold]  <1>
3178487;1603995;[Eddie Sanger]  <2>
3181757;1603995;[Frank LaCrosse]  <17>
3204164;1603995;[Sam Houston]  <1>
3288931;1603995;[Jimmy Morris]  <1>
3313778;1603995;[Clay Hammond]  <1>
3335634;1603995;[Art Long]  <1>
3400613;1603995;[Ramsey]  <9>
3417917;1603995;[Doc Holliday]  <2>
3427089;1603995;[Frank Beardsley]  <1>
2416125;1637320;[Ted 'Theodore' Logan]  <1>
2899736;1637320;[Himself]  <15>
3076863;1637320;[Matt]  <2>
3228072;1637320;[Kevin Lomax]  <1>
2440136;1649281;[Jake Delton]  <11>
2455456;1649281;[J.J. McClure]  <1>
2493672;1649281;[Nick McKenna]  <1>
2708726;1649281;[Sonny Hooper]  <1>
2718176;1649281;[Lt. Phil Gaines]  <1>
2887037;1649281;[Malone]  <1>
2902059;1649281;[Lenny Spencer]  <4>
2956539;1649281;[Buck Greenway]  <2>
3068295;1649281;[Tony Church]  <1>
3120756;1649281;[Sgt. Tom Sharky]  <1>
3141079;1649281;[Bandit]  <1>
3161370;1649281;[Phil Potter]  <1>
3181790;1649281;[John L. Sullivan IV]  <2>
3210221;1649281;[Sheriff]  <1>
3217610;1649281;[J. J. McClure]  <1>
3232132;1649281;[Wendell Sonny Lawson]  <1>
3259401;1649281;(uncredited)  [Irish]
3280448;1649281;[Himself]  <80>
3412904;1649281;[Del Knox]  <25>
2315029;1671273;[The Executive]  <3>
2388717;1671273;[Anthony]  <4>
2415449;1671273;(voice)  [Older Bernie]  <9>
2425070;1671273;[Marco Collogero]  <1>
2492313;1671273;[Dimitry]
2523762;1671273;[Tugg]
2705103;1671273;[Thomas Kurt]  <10>
2808285;1671273;[The Mayor]  <1>
2850262;1671273;[Augustine of Hippo]  <3>
2872290;1671273;[Reno Adams]  <2>
2915448;1671273;[Captian Fanning]  <8>
3043292;1671273;[John Sola]  <1>
3109030;1671273;[Black Knight CEO]  <1>
3138199;1671273;[Police Chief]  <8>
3149780;1671273;[Whitman]
3159939;1671273;[Paul Snider]  <2>
3221083;1671273;[Becker]  <1>
3233616;1671273;[James Munroe]  <5>
3261732;1671273;[Sheriff Hank Bowman]  <2>
3266874;1671273;[Cooper]  <2>
3296793;1671273;[Tomas Leon]  <5>
3413832;1671273;[Dyson Keller]  <7>
3416586;1671273;[Hickey]
2496688;1699360;[Sal Martinez]  <13>
2519437;1699360;[Ray]  <1>
2519437;1699360;[Ray]  <1>
2768843;1699360;[Ray]  <1>
3300483;1699360;[Italian Ganster]  <6>
3346906;1699360;[Manny]  <1>
2302611;1716611;[Michael Zane]  <1>
2467124;1716611;[Ray Ferris]  <4>
2633620;1716611;(voice) (uncredited)  [Elvis Presley]
2997243;1716611;[Dean Proffitt]  <2>
3189583;1716611;[Lt. Gabriel Cash]  <2>
3197383;1716611;[Frescia]  <3>
3222074;1716611;[Dexter]  <1>
2373601;1778258;[Prince Hapi]  <27>
2415504;1778258;(also archive footage)  [Himself]
2415504;1778258;(also archive footage)  [Himself]
2427879;1778258;(voice)
2451995;1778258;
2488272;1778258;[John Matrix]  <1>
2489975;1778258;[Conan]  <1>
2518401;1778258;[Arnold Schwarzenegger]  <38>
2593599;1778258;[Jericho Cane]  <1>
2597167;1778258;[U.S. Marshal John 'The Eraser' Kruger]  <1>
2772301;1778258;[Dr. Alex Hesse]  <1>
2789276;1778258;[Detective John Kimble]  <1>
3060034;1778258;[Mark Kaminsky/Joseph P. Brenner]  <1>
3104156;1778258;[Himself]
3197771;1778258;[The Terminator]  <1>
3233616;1778258;(uncredited)  [Trench]
3233620;1778258;[Trench]  <4>
3289627;1778258;(uncredited)  [Bar Patron]
3406083;1778258;(archive footage)  [Himself]
2684020;1784390;[Mason Storm]  <1>
2937683;1784390;[Himself]  <31>
2995356;1784390;[Det. Gino Felino]  <1>
3242025;1784390;[Lt. Jack Cole]  <1>
2599022;1805996;(voice)  [General Shanker]  <20>
2790205;1805996;[Rack Hansen]  <1>
2827764;1805996;[Curt Benell]  <2>
2916341;1805996;[Stan Fields]  <5>
2989691;1805996;(uncredited)  [Narrator]
2993035;1805996;(voice)  [Mayor Phlegmming]  <5>
3152246;1805996;[Narrator]
3160364;1805996;[Captain Kirk]  <1>
3217734;1805996;[Himself]  <1>
3382388;1805996;[Gary Baylor]  <4>
3070941;1807139;[Hawk]  <1>
3095676;1807139;[Alexander Hell]  <1>
3197771;1807139;(uncredited)  [Cyberdyne Tech]
3280448;1807139;(uncredited)  [Scott]
2316181;1808575;[Cop #1]
2405297;1808575;[Charlie]  <18>
2450849;1808575;[Bean]  <1>
2523366;1808575;[Morgan "Fats" Gripp]  <6>
2672044;1808575;[Ron]
2949865;1808575;[Lt. Dale Hawkins]  <1>
2961639;1808575;[Ted Varrick]  <2>
3063337;1808575;[Matt]  <4>
3102216;1808575;[Tom]  <4>
3118404;1808575;[Bobby Bishop]  <1>
3265050;1808575;[Himself]
3302865;1808575;[Aramis]  <1>
3314401;1808575;[Jake Kesey/The Wraith]  <1>
3411776;1808575;[City Burger Manager]  <11>
2338236;1857483;[Cypher Raige]  <2>
2361408;1857483;[ESPN Reporter]  <72>
2702705;1857483;[Hitch]  <1>
2726190;1857483;[Del Spooner]  <1>
2741653;1857483;[Captain Steven Hiller]  <1>
3120670;1857483;(voice)  [Oscar]  <1>
3408920;1857483;[Capt. James West]  <1>
3411377;1857483;[Judge]  <20>
2422383;1859540;[Blade]  <1>
2440950;1859540;[Caz]  <4>
2500489;1859540;[Ambulance Driver]  <32>
2529048;1859540;[Simon Phoenix]  <2>
2562365;1859540;[Will Sinclair]  <9>
2933409;1859540;[Detective Regis]  <1>
2954316;1859540;[Nino Brown]  <1>
3025395;1859540;[Ringside Fan]  <62>
3172387;1859540;[Roemello Skuggs]  <1>
3233620;1859540;[Doc]  <6>
3328633;1859540;[Noxeema]  <1>
3405093;1859540;[Sidney Deane]  <1>
2368205;1884131;(voice)  [Weaver]  <11>
2415504;1884131;(archive footage)  [Himself]
2415504;1884131;(archive footage)  [Himself]
2493693;1884131;[Freddy Heflin]  <1>
2529048;1884131;[John Spartan]  <1>
2613722;1884131;[Jonnie]  <9>
2654484;1884131;[Jack Carter]  <1>
2770258;1884131;[Judge Dredd]  <1>
2872839;1884131;(uncredited)  [Wedding Guest]
2958249;1884131;[Deke DaSilva]  <1>
2992697;1884131;[Angelo 'Snaps' Provolone]  <5>
3079876;1884131;(also archive footage)  [Rocky Balboa]  <1>
3189583;1884131;[Lt. Raymond Tango]  <1>
3233616;1884131;[Barney Ross]  <1>
3233620;1884131;[Barney Ross]  <1>
3296793;1884131;[Ray Quick]  <1>
2463309;1888669;[Ethan]  <56>
2788160;1888669;[Danny]  <1>
3141889;1888669;[Turkish]  <6>
3233616;1888669;[Lee Christmas]  <2>
3233620;1888669;[Lee Christmas]  <2>
3267808;1888669;[Arthur Bishop]  <1>
3279985;1888669;(uncredited)  [Yves Gluant]
3339052;1888669;[Frank Martin]  <1>
2491926;1900495;[Dr. Jonas]  <3>
2569454;1900495;[Gurney Halleck]  <17>
2727125;1900495;(voice)  [Ariscratle]  <30>
2854851;1900495;[Dr. Armstrong]  <5>
3078290;1900495;[King Richard]  <12>
3193535;1900495;(voice)  [Narrator]  <11>
3217734;1900495;(as Sir Patrick Stewart)  [Himself]  <2>
3313188;1900495;(uncredited)  [Charles Xavier]
3418235;1900495;[Professor X]  <19>
2880557;1901673;(voice)  [Alex]  <1>
2311467;1901673;[Himself]
2421769;1901673;[Mark Clear]  <16>
2671025;1901673;[Roger Greenberg]  <11>
2682903;1901673;(uncredited)  [Hal L. - Orderly in Nursing Home]
2699160;1901673;[Pluto's Cook/Attila the Hun]  <14>
2783707;1901673;[Rabbi Jake Schram]  <1>
2880554;1901673;(voice)  [Alex]  <1>
2940735;1901673;[Mr. Furious]  <1>
2963592;1901673;(uncredited)  [Peach Expert]
3061575;1901673;[Michael Grates]  <5>
3138199;1901673;(uncredited)  [Commander]
3196634;1901673;[Guitar Center Guy]  <13>
3310276;1901673;[Evan]  <1>
3343674;1901673;[Tugg Speedman - Hot LZ]  <7>
3434137;1901673;[Derek Zoolander]  <1>
3434139;1901673;(uncredited)  [Derek Zoolander]
2420229;1928448;[Jack Crews]  <1>
2559192;1928448;[Jim Cunningham]  <8>
2615212;1928448;[Jack Charles]  <1>
2783646;1928448;[Lance]  <4>
3063337;1928448;[Jed]  <1>
3280448;1928448;(uncredited)  [Himself]
3321365;1928448;[Jack McCloud]  <1>
3328633;1928448;[Vida]  <2>
2399825;2000198;[Terl]  <1>
2440096;2000198;[Maj. Vic 'Deak' Deakins]  <1>
2458948;2000198;[Billy Nolan]  <5>
2864318;2000198;[James]  <1>
2874184;2000198;[Russ Richards]  <1>
2883015;2000198;(voice)  [Jim Irwin]  <20>
2910968;2000198;(archive footage)  [Himself]
2921101;2000198;[Strip]  <2>
3099773;2000198;[Tony Manero]  <1>
3233668;2000198;[Travis]  <1>
3238250;2000198;[Raymond J. Cutter]  <1>
3302396;2000198;[Brig. Gen. Quintard]  <13>
3408604;2000198;[Woody Stevens]  <2>
2325921;2000967;[Mr. Perez]  <11>
2390281;2000967;[Frank Vega]  <1>
2401474;2000967;[Marcus]
2451203;2000967;(uncredited)  [Costello's Bodyguard]
2557702;2000967;(voice)  [Griswald]
2630185;2000967;[Mr. Fernandez]
2679670;2000967;[Ismael Cruz]  <10>
2742825;2000967;[Johnny Six Toes]  <3>
2808285;2000967;[The Drug Dealer #2]  <1>
2872290;2000967;[Cuban]  <41>
2950626;2000967;[Barro]
3013314;2000967;[Pedro]  <3>
3066266;2000967;[Jumpy]  <16>
3168909;2000967;[Manny Garcia]
3191789;2000967;[Danny Trejo]
3197082;2000967;[Hector]  <3>
3214799;2000967;[Xavier]
3286531;2000967;[Collins]  <7>
3290186;2000967;[Little Bill]  <18>
3405545;2000967;(uncredited)  [Prisoner]
2505939;2036328;[Gibson Rickenbacker]  <1>
2525014;2036328;[Louis Burke]  <1>
2742825;2036328;[Eddie Lomax]  <1>
2885686;2036328;[Himself]
2962348;2036328;[Ivan Kraschinsky the Russian]  <2>
2968890;2036328;[Sam Gillen]  <1>
3168125;2036328;[Colonel Guile]  <1>
3363599;2036328;[Luc Deveraux/GR44]  <1>
2965124;2038317;[Casper Van Dien]
3161251;2038317;[Johnny Rico]  <1>
3400510;2038317;(uncredited)  [Romantic Moritz]
3300915;2083107;[Boomer Hayes]  <1>
2440155;2083165;[Billy Taggart]  <1>
2465594;2083165;[Himself]  <13>
2517992;2083165;[Holbrooke]  <3>
3079288;2083165;[Chris 'Izzy' Cole]  <1>
3126094;2083165;[Bob Lee Swagger]  <1>
3193535;2083165;[John Bennett]  <1>
3276260;2083165;[Terry Hoitz]  <2>
3314850;2083165;[Leo Handler]  <1>
3338679;2083165;[Cade Yeager]  <1>
2577222;2087305;[Jerry Shepard]  <1>
2614404;2087305;[Brian O'Conner]  <2>
2769683;2087305;[Lewis]  <2>
2853955;2087305;[Mikey]
3042960;2087305;(as Paul W. Walker)  [Jason]  <5>
3187452;2087305;[John Rahway]  <10>
3326116;2087305;[Chris Johnston]  <1>
2387387;2094736;[Ma Yung Shen]  <1>
2567786;2094736;[Liu Ti Lung, The One-Armed Boxer]  <1>
2863970;2094736;[Lei Ming]  <1>
2863978;2094736;
3128635;2094736;<1>
2465594;2099996;[Himself]  <19>
2500243;2099996;[Lt. Commander Ron Hunter]  <1>
2539751;2099996;[Ezekiel 'Easy' Rawlins]  <1>
2627386;2099996;[Whip Whitaker]  <2>
2631387;2099996;[Reuben James]  <1>
2689296;2099996;[Napoleon Stone]  <2>
3213832;2099996;[Eli]  <1>
3243846;2099996;[Melvin B. Tolson]  <1>
2768819;2141957;[Joshua]  <1>
2900821;2141957;[Johnny Barrows]  <1>
2930165;2141957;[Mr. Mean]  <1>
3052367;2141957;[Pvt. Fred Canfield]  <3>
3073793;2141957;[Casper's Dream Dad]  <24>
3200290;2141957;[Jefferson Bolt]  <1>
3321488;2141957;[Jagger Daniels]  <2>
2296890;2142564;[Det. Jack Mosley]  <1>
2314191;2142564;[John McClane]  <1>
2614428;2142564;[Harry Rydell]  <29>
2645961;2142564;[General Joe Colton]  <21>
2685219;2142564;[Col. William A. McNamara]  <1>
2736686;2142564;[Emmett Smith]  <1>
2830590;2142564;[John Smith]  <1>
2864318;2142564;(voice)  [Voice of Mikey]  <6>
2874183;2142564;[Mr. Goodkat]  <2>
2924600;2142564;[Captain Sharp]  <1>
2926266;2142564;[James Urbanski]  <3>
3015223;2142564;[Harrison Hill]  <2>
3053999;2142564;[Frank]  <1>
3132514;2142564;[Hartigan]  <56>
3177815;2142564;[Greer]  <1>
3233616;2142564;(uncredited)  [Mr. Church]
3254249;2142564;[Russ Duritz]  <1>
3280448;2142564;[Himself]  <95>
3311892;2142564;[Jimmy 'The Tulip' Tudeski]  <1>
3311898;2142564;[Jimmy]  <1>
3348581;2142564;[James Cole]  <2>
3359370;2142564;[David Dunn]  <1>
3378053;2142564;[Julian]  <4>
3392030;2142564;[Himself]
2399160;2144935;[Gang Leader]  <33>
3361047;2144935;[Himself]  <29>
2651726;2907832;(voice)  [Satoshi]  <1>
2651838;2907832;(voice)  [Satoshi]  <1>
2651860;2907832;[Satoshi]  <1>
3029010;2907832;[Satoshi]  <1>
3029011;2907832;(voice: Japanese version)  [Satoshi]  <11>
2651775;3283970;(voice: English version)  [Ash Ketchum/May]  <1>
2651860;3283970;(voice: English version)  [Ash Ketchum/Spectator]  <1>
2657626;3283970;(voice: English version)  [Giovanni]
3027840;3283970;(voice: English version)  <7>
3029011;3283970;(voice: English version)  [Ash Ketchum/Diglett]
2411905;23889;[Bhai]  <1>
2670702;23889;[Chandu]  <1>
3011394;23889;[Major Ravindra]  <1>
3158161;23889;[Bhakta Ramadasu]  <1>
2294361;98355;[Gautham(Rockstar)]  <1>
2500083;107008;[Det. Mesel]  <5>
2664590;107008;[Jack Wade]  <5>
3153991;107008;[Pete Novick]  <1>
3221863;107008;[Rep. Hale Boggs]  <5>
3243534;107008;[Sheriff Junius Candle]  <9>
3276684;107008;[Jack Cody]  <3>
3361174;107008;[Clay Hinkle]  <5>
3374520;107008;[Dylan Garrett]  <8>
3389939;107008;[Buford Pusser]  <1>
2355246;110631;[Patrick Bateman]  <1>
2399138;110631;[Bruce Wayne/Batman]  <1>
2832385;110631;[Sam]  <2>
2955258;110631;[Jack Kelly]  <1>
3027721;110631;(voice)  [Thomas]  <7>
3181441;110631;[Thomas Berger]  <2>
3225647;110631;[Bruce Wayne]  <1>
3273237;110631;[John Rolfe]  <4>
3281232;110631;[Edward Rosier]  <9>
2346743;114828;(archive footage) (uncredited)  [Zorro]
2393861;114828;[Jeremiah Ecks]  <1>
2881761;114828;(as Antonio Bandares)  [Himself]  <25>
2984429;114828;[El Mariachi]  <1>
3048388;114828;(voice)  [Puss in Boots]  <1>
3107227;114828;(uncredited)  [Himself]
3157443;114828;[Gregorio Cortez]  <1>
3258991;114828;[Don Alejandro de la Vega/Zorro]  <8>
2614691;238270;[Ernie]  <2>
